Pagina,Nome,Versao,Ano,Quilometragem,Cidade,Preco,Preco_Limpo,KM_Limpo,Ano_Modelo
8,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2019/2019,112.200 Km,São Paulo (SP),R$ 88.000,88000,112200,2019
8,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,27.900 Km,São Carlos (SP),R$ 143.000,143000,27900,2024
8,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,53.464 Km,Indaiatuba (SP),R$ 137.990,137990,53464,2023
8,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,70.439 Km,São Paulo (SP),R$ 145.790,145790,70439,2023
8,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2025/2026,800 Km,São Paulo (SP),R$ 289.800,289800,800,2026
8,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2019/2019,112.200 Km,São Paulo (SP),R$ 88.000,88000,112200,2019
8,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2024/2024,26.557 Km,São Paulo (SP),R$ 174.090,174090,26557,2024
8,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2012/2013,190 Km,Monte Mor (SP),R$ 61.900,61900,190,2013
8,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2022/2023,94.764 Km,Barueri (SP),R$ 142.990,142990,94764,2023
8,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,71.227 Km,São Paulo (SP),R$ 119.490,119490,71227,2022
8,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2022/2023,94.764 Km,Barueri (SP),R$ 142.990,142990,94764,2023
8,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2010,235.000 Km,São José dos Campos (SP),R$ 54.000,54000,235000,2010
8,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,93.850 Km,Santa Bárbara D'Oeste (SP),R$ 82.000,82000,93850,2018
8,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2010/2011,224.000 Km,São Bernardo do Campo (SP),R$ 54.899,54899,224000,2011
8,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2020/2021,80.500 Km,São Bernardo do Campo (SP),R$ 125.000,125000,80500,2021
8,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,97.477 Km,São Bernardo do Campo (SP),R$ 117.800,117800,97477,2021
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,98.000 Km,Suzano (SP),R$ 82.900,82900,98000,2017
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2015,168.000 Km,Olímpia (SP),R$ 84.990,84990,168000,2015
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,67.000 Km,Sorocaba (SP),R$ 89.200,89200,67000,2018
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,96.000 Km,Louveira (SP),R$ 89.900,89900,96000,2015
9,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2006/2007,157.000 Km,Paulínia (SP),R$ 42.900,42900,157000,2007
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,100.200 Km,Campinas (SP),R$ 81.900,81900,100200,2017
9,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2009/2010,188.100 Km,Jundiaí (SP),R$ 59.900,59900,188100,2010
9,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2009/2010,188.041 Km,Jundiaí (SP),R$ 62.900,62900,188041,2010
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,9.100 Km,Jundiaí (SP),R$ 163.900,163900,9100,2025
9,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2010/2010,201.500 Km,Campinas (SP),R$ 57.990,57990,201500,2010
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,72.000 Km,São Paulo (SP),R$ 107.900,107900,72000,2019
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,77.000 Km,Mirassol (SP),R$ 128.000,128000,77000,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,54.848 Km,Campinas (SP),R$ 145.700,145700,54848,2024
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,13.000 Km,Campinas (SP),R$ 163.900,163900,13000,2025
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,8.968 Km,Americana (SP),R$ 165.000,165000,8968,2025
9,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2015/2016,112.000 Km,Louveira (SP),R$ 84.900,84900,112000,2016
9,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2021/2022,125.000 Km,São Paulo (SP),R$ 135.000,135000,125000,2022
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,47.000 Km,Americana (SP),R$ 133.900,133900,47000,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,11.000 Km,Guarulhos (SP),R$ 146.900,146900,11000,2024
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2022/2023,31.500 Km,São Paulo (SP),R$ 139.990,139990,31500,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex altis premium...,2025/2025,19.760 Km,São Paulo (SP),R$ 182.000,182000,19760,2025
9,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2020,66.800 Km,São Paulo (SP),R$ 109.890,109890,66800,2020
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,56.000 Km,São Paulo (SP),R$ 144.799,144799,56000,2021
9,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2024/2024,54.581 Km,São Carlos (SP),R$ 125.900,125900,54581,2024
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2022/2023,31.500 Km,São Paulo (SP),R$ 139.990,139990,31500,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2022/2023,37.000 Km,Piracicaba (SP),R$ 145.900,145900,37000,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2022/2023,37.000 Km,Piracicaba (SP),R$ 145.900,145900,37000,2023
9,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2015/2016,112.000 Km,Louveira (SP),R$ 84.900,84900,112000,2016
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,96.584 Km,São José dos Campos (SP),R$ 90.000,90000,96584,2016
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2011/2012,155.500 Km,São Bernardo do Campo (SP),R$ 68.790,68790,155500,2012
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,91.000 Km,São José do Rio Preto (SP),R$ 107.900,107900,91000,2019
9,TOYOTA COROLLA,2.0 vvt-ie flex altis premium direct shift,2025/2025,19.760 Km,São Paulo (SP),R$ 182.000,182000,19760,2025
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2022/2023,8.248 Km,São Bernardo do Campo (SP),R$ 141.800,141800,8248,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,47.000 Km,Bauru (SP),R$ 110.000,110000,47000,2021
9,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2022/2023,8.248 Km,São Bernardo do Campo (SP),R$ 141.800,141800,8248,2023
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,107.100 Km,Campinas (SP),R$ 84.900,84900,107100,2017
9,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2021/2021,59.000 Km,São Bernardo do Campo (SP),R$ 132.900,132900,59000,2021
9,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,79.000 Km,Guarulhos (SP),R$ 79.990,79990,79000,2017
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2010/2011,232.000 Km,São Paulo (SP),R$ 49.990,49990,232000,2011
9,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2021/2021,59.000 Km,São Bernardo do Campo (SP),R$ 132.900,132900,59000,2021
9,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2011/2012,213.000 Km,São Paulo (SP),R$ 62.900,62900,213000,2012
9,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2024,49.000 Km,São Paulo (SP),R$ 164.800,164800,49000,2024
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,138.000 Km,Campinas (SP),R$ 116.600,116600,138000,2021
9,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2020/2021,75.600 Km,São Paulo (SP),R$ 108.500,108500,75600,2021
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,264.880 Km,São Paulo (SP),R$ 110.000,110000,264880,2022
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,92.000 Km,Araraquara (SP),R$ 119.900,119900,92000,2022
9,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,197.000 Km,Caraguatatuba (SP),R$ 63.900,63900,197000,2013
9,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2022/2023,71.416 Km,Ribeirão Preto (SP),R$ 138.990,138990,71416,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,60.000 Km,Santa Fé do Sul (SP),R$ 127.000,127000,60000,2023
9,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2024/2024,30.000 Km,Mogi das Cruzes (SP),R$ 144.990,144990,30000,2024
9,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2024,49.000 Km,São Paulo (SP),R$ 164.800,164800,49000,2024
9,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2024/2024,30.000 Km,Mogi das Cruzes (SP),R$ 144.990,144990,30000,2024
9,TOYOTA COROLLA,,2007/2007,280.000 Km,Bragança Paulista (SP),R$ 39.000,39000,280000,2007
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,84.000 Km,Suzano (SP),R$ 104.900,104900,84000,2019
10,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2018,97.044 Km,Jundiaí (SP),R$ 89.990,89990,97044,2018
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,93.348 Km,Suzano (SP),R$ 102.900,102900,93348,2019
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,78.091 Km,Suzano (SP),R$ 102.900,102900,78091,2018
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,198.738 Km,Socorro (SP),R$ 73.900,73900,198738,2013
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,73.269 Km,Barueri (SP),R$ 113.900,113900,73269,2019
10,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2009/2010,213.900 Km,Osasco (SP),R$ 58.500,58500,213900,2010
10,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,158.194 Km,Taubaté (SP),R$ 59.990,59990,158194,2009
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2024,39.000 Km,Suzano (SP),R$ 144.900,144900,39000,2024
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2015,91.000 Km,São Paulo (SP),R$ 86.900,86900,91000,2015
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,75.000 Km,São Paulo (SP),R$ 87.900,87900,75000,2015
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,134.000 Km,Campinas (SP),R$ 69.890,69890,134000,2014
10,TOYOTA COROLLA,1.8 se-g 16v flex 4p automático,2008/2009,220.389 Km,Taubaté (SP),R$ 57.900,57900,220389,2009
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,85.000 Km,São Paulo (SP),R$ 92.890,92890,85000,2017
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,79.000 Km,São Paulo (SP),R$ 97.900,97900,79000,2017
10,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2019/2020,67.000 Km,Limeira (SP),R$ 129.880,129880,67000,2020
10,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2023,38.640 Km,Taubaté (SP),R$ 139.990,139990,38640,2023
10,TOYOTA COROLLA,,2007/2007,178.000 Km,Vinhedo (SP),R$ 45.800,45800,178000,2007
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,50.000 Km,Jundiaí (SP),R$ 124.800,124800,50000,2021
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,92.000 Km,Americana (SP),R$ 107.900,107900,92000,2019
10,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2024/2024,16.875 Km,Botucatu (SP),R$ 169.800,169800,16875,2024
10,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2023,38.640 Km,Taubaté (SP),R$ 139.990,139990,38640,2023
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,58.419 Km,Campinas (SP),R$ 121.900,121900,58419,2020
10,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2016/2017,89.592 Km,São Paulo (SP),R$ 85.890,85890,89592,2017
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,17.323 Km,São Paulo (SP),R$ 132.990,132990,17323,2023
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2012,196.030 Km,Hortolândia (SP),R$ 64.990,64990,196030,2012
10,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2024/2024,16.875 Km,Botucatu (SP),R$ 169.800,169800,16875,2024
10,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2025/2025,8.488 Km,Santo André (SP),R$ 151.490,151490,8488,2025
10,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2018/2019,84.700 Km,Regente Feijó (SP),R$ 112.000,112000,84700,2019
10,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2023/2023,39.000 Km,Votuporanga (SP),R$ 145.999,145999,39000,2023
10,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2016/2017,89.592 Km,São Paulo (SP),R$ 85.890,85890,89592,2017
10,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2019/2020,67.000 Km,Limeira (SP),R$ 129.880,129880,67000,2020
10,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2019/2020,46.000 Km,Mogi das Cruzes (SP),R$ 119.900,119900,46000,2020
10,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2021/2022,47.500 Km,Lençóis Paulista (SP),R$ 134.890,134890,47500,2022
10,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2021/2022,47.500 Km,Lençóis Paulista (SP),R$ 134.890,134890,47500,2022
10,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2023/2023,39.000 Km,Votuporanga (SP),R$ 145.999,145999,39000,2023
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,185.290 Km,Osasco (SP),R$ 77.890,77890,185290,2015
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,130.250 Km,São José do Rio Preto (SP),R$ 68.900,68900,130250,2013
10,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,115.000 Km,São José do Rio Preto (SP),R$ 81.900,81900,115000,2016
10,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2019/2020,77.000 Km,São José dos Campos (SP),R$ 116.900,116900,77000,2020
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,198.000 Km,São José do Rio Preto (SP),R$ 71.900,71900,198000,2013
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,35.000 Km,Presidente Prudente (SP),R$ 134.900,134900,35000,2023
10,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2017/2018,94.784 Km,São José do Rio Preto (SP),R$ 92.900,92900,94784,2018
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,50.500 Km,São José do Rio Preto (SP),R$ 122.000,122000,50500,2020
10,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,122.269 Km,São Paulo (SP),R$ 94.900,94900,122269,2019
10,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2017/2018,94.784 Km,São José do Rio Preto (SP),R$ 92.900,92900,94784,2018
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,52.056 Km,São Paulo (SP),R$ 111.900,111900,52056,2020
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,77.540 Km,São Paulo (SP),R$ 125.490,125490,77540,2023
10,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2020/2020,101.867 Km,Campinas (SP),R$ 124.900,124900,101867,2020
10,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2021,116.100 Km,São Paulo (SP),R$ 112.800,112800,116100,2021
10,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2020/2020,101.867 Km,Campinas (SP),R$ 124.900,124900,101867,2020
10,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2016/2017,134.770 Km,São Bernardo do Campo (SP),R$ 79.800,79800,134770,2017
11,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2017/2018,104.000 Km,Sumaré (SP),R$ 99.990,99990,104000,2018
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2017,114.630 Km,Piedade (SP),R$ 82.900,82900,114630,2017
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2018/2019,92.000 Km,São Paulo (SP),R$ 93.900,93900,92000,2019
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2019/2019,81.001 Km,Campinas (SP),R$ 106.900,106900,81001,2019
11,TOYOTA COROLLA,,2007/2007,181.000 Km,Campinas (SP),R$ 43.990,43990,181000,2007
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,77.000 Km,São Paulo (SP),R$ 80.000,80000,77000,2016
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,91.500 Km,São Paulo (SP),R$ 89.900,89900,91500,2017
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,81.000 Km,Campinas (SP),R$ 103.990,103990,81000,2019
11,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2017/2018,95.350 Km,Jundiaí (SP),R$ 105.900,105900,95350,2018
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,80.000 Km,Limeira (SP),R$ 116.700,116700,80000,2020
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,13.500 Km,Birigui (SP),R$ 167.000,167000,13500,2025
11,TOYOTA COROLLA,1.8 xli 16v flex 4p automático,2009/2010,110.000 Km,São Paulo (SP),R$ 57.990,57990,110000,2010
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2013/2014,117.000 Km,Bebedouro (SP),R$ 68.500,68500,117000,2014
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,30.000 Km,Sorocaba (SP),R$ 149.990,149990,30000,2024
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2022/2023,13.557 Km,São Paulo (SP),R$ 162.990,162990,13557,2023
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2016,126.000 Km,São Carlos (SP),R$ 89.900,89900,126000,2016
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2025/2025,4.000 Km,São Paulo (SP),R$ 168.890,168890,4000,2025
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,139.000 Km,Adamantina (SP),R$ 79.900,79900,139000,2014
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2020/2020,95.434 Km,Campinas (SP),R$ 117.900,117900,95434,2020
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,149.000 Km,Votuporanga (SP),R$ 78.990,78990,149000,2016
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,57.000 Km,São Paulo (SP),R$ 124.990,124990,57000,2022
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,85.000 Km,Votuporanga (SP),R$ 102.999,102999,85000,2019
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2022/2023,69.000 Km,São Carlos (SP),R$ 149.900,149900,69000,2023
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2010/2011,121.550 Km,Fernandópolis (SP),R$ 69.000,69000,121550,2011
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2014/2015,130.000 Km,São Caetano do Sul (SP),R$ 81.990,81990,130000,2015
11,TOYOTA COROLLA,2.0 vvt-ie flex altis direct ...,2023/2023,49.000 Km,Bragança Paulista (SP),R$ 147.990,147990,49000,2023
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2022/2023,69.000 Km,São Carlos (SP),R$ 149.900,149900,69000,2023
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2021/2022,40.000 Km,São Caetano do Sul (SP),R$ 179.900,179900,40000,2022
11,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2013/2013,156.881 Km,São Bernardo do Campo (SP),R$ 74.900,74900,156881,2013
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2018/2019,87.700 Km,São José do Rio Preto (SP),R$ 110.900,110900,87700,2019
11,TOYOTA COROLLA,2.0 vvt-ie flex altis direct shift,2023/2023,49.000 Km,Bragança Paulista (SP),R$ 147.990,147990,49000,2023
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2012/2013,178.000 Km,São Bernardo do Campo (SP),R$ 65.800,65800,178000,2013
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2013/2014,121.564 Km,São João da Boa Vista (SP),R$ 75.000,75000,121564,2014
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2022/2023,27.000 Km,São Joaquim da Barra (SP),R$ 132.990,132990,27000,2023
11,TOYOTA COROLLA,,2004/2005,249.000 Km,Presidente Venceslau (SP),R$ 42.800,42800,249000,2005
11,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2017/2018,148.817 Km,São Bernardo do Campo (SP),R$ 84.900,84900,148817,2018
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2023/2023,45.000 Km,São José do Rio Preto (SP),R$ 134.900,134900,45000,2023
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,14.800 Km,São José do Rio Preto (SP),R$ 155.900,155900,14800,2024
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2021/2022,75.000 Km,Atibaia (SP),R$ 119.900,119900,75000,2022
11,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2018/2018,109.760 Km,São Paulo (SP),R$ 82.890,82890,109760,2018
11,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,109.807 Km,São Paulo (SP),R$ 94.890,94890,109807,2018
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,98.000 Km,Jundiaí (SP),R$ 114.980,114980,98000,2020
11,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2019/2020,96.602 Km,Marília (SP),R$ 112.990,112990,96602,2020
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2019/2020,185.375 Km,Campinas (SP),R$ 117.980,117980,185375,2020
11,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2019/2019,96.800 Km,São Paulo (SP),R$ 84.890,84890,96800,2019
11,TOYOTA COROLLA,2.0 vvt-ie flex gli direct shift,2021/2022,123.000 Km,São Paulo (SP),R$ 106.900,106900,123000,2022
11,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2017/2018,148.817 Km,São Bernardo do Campo (SP),R$ 84.900,84900,148817,2018
11,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis premium cvt,2021/2022,40.000 Km,São Caetano do Sul (SP),R$ 179.900,179900,40000,2022
11,TOYOTA COROLLA,1.8 gli upper 16v flex 4p automático,2019/2019,96.800 Km,São Paulo (SP),R$ 84.890,84890,96800,2019
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2012/2013,187.414 Km,Tupã (SP),R$ 72.800,72800,187414,2013
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2025/2026,0 Km,Valinhos (SP),R$ 279.990,279990,0,2026
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis cvt,2020/2021,51.225 Km,Tupã (SP),R$ 133.800,133800,51225,2021
12,TOYOTA COROLLA,2.0 xrs 16v flex 4p automático,2012/2013,215.773 Km,Santos (SP),R$ 73.990,73990,215773,2013
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2017/2017,90.068 Km,Taubaté (SP),R$ 85.990,85990,90068,2017
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2016,132.668 Km,Franca (SP),R$ 86.900,86900,132668,2016
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2016,100.795 Km,Guarujá (SP),R$ 89.900,89900,100795,2016
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2015/2016,125.000 Km,Jundiaí (SP),R$ 89.900,89900,125000,2016
12,TOYOTA COROLLA,1.8 vvt-i hybrid flex altis p...,2022/2023,69.888 Km,Sumaré (SP),R$ 147.900,147900,69888,2023
12,TOYOTA COROLLA,1.8 gli 16v flex 4p automático,2015/2016,84.000 Km,Promissão (SP),R$ 87.900,87900,84000,2016
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2016/2017,143.000 Km,Campinas (SP),R$ 90.990,90990,143000,2017
12,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2023,41.000 Km,Santos (SP),R$ 144.890,144890,41000,2023
12,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2009/2010,167.857 Km,São Paulo (SP),R$ 62.890,62890,167857,2010
12,TOYOTA COROLLA,1.8 xei 16v flex 4p automático,2008/2009,158.000 Km,São Paulo (SP),R$ 53.900,53900,158000,2009
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,110.000 Km,São Paulo (SP),R$ 99.990,99990,110000,2018
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,13.255 Km,Limeira (SP),R$ 149.990,149990,13255,2024
12,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2023,41.000 Km,Santos (SP),R$ 144.890,144890,41000,2023
12,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct s...,2023/2023,9.000 Km,São Paulo (SP),R$ 149.990,149990,9000,2023
12,TOYOTA COROLLA,2.0 vvt-ie flex xei direct shift,2024/2024,29.942 Km,São Paulo (SP),R$ 149.890,149890,29942,2024
12,TOYOTA COROLLA,2.0 xei 16v flex 4p automático,2017/2018,94.692 Km,Santo André (SP),R$ 102.900,102900,94692,2018
12,TOYOTA COROLLA,2.0 vvt-ie flex gr-s direct shift,2023/2023,9.000 Km,São Paulo (SP),R$ 149.990,149990,9000,2023
12,TOYOTA COROLLA,1.8 gli upper 16v flex 4p aut...,2018/2019,129.000 Km,Araçatuba (SP),R$ 91.900,91900,129000,2019
12,TOYOTA COROLLA,2.0 altis 16v flex 4p automático,2014/2014,141.500 Km,Guarulhos (SP),R$ 77.990,77990,141500,2014
